patent_id,inventor_id,disambig_inventor_name_first,location_id
9639529,fl:sr_ln:kavuri-2,Srinivas,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
7713250,fl:ca_ln:brown-17,Carolyn E.,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
11944408,fl:na_ln:winetraub-1,Naama,1c4725b9-16c8-11ed-9b5f-1234bde3cd05
6132450,fl:th_ln:holman-3,Thomas J.,d346df0d-16c7-11ed-9b5f-1234bde3cd05
9361202,fl:li_ln:fong-2,Liana L.,08564014-16c8-11ed-9b5f-1234bde3cd05
5710956,fl:ta_ln:kurohata-1,Takao,932db238-16c8-11ed-9b5f-1234bde3cd05
10796304,fl:ra_ln:isola-2,Rahul,f1923f32-16c7-11ed-9b5f-1234bde3cd05
D658875,fl:hu_ln:ang-2,Huang Pheng Vince,8801128f-16c8-11ed-9b5f-1234bde3cd05
9551274,fl:ma_ln:fehrenbach-1,Matthias,12f70934-16c8-11ed-9b5f-1234bde3cd05
7950389,fl:da_ln:ahern-3,David Gregory,1892f5d8-16c8-11ed-9b5f-1234bde3cd05
11640357,fl:na_ln:bhoria-1,Naveen,c8ea0862-16c7-11ed-9b5f-1234bde3cd05
9254022,fl:ti_ln:tillman-2,Tina M.,f5421b86-16c7-11ed-9b5f-1234bde3cd05
9859236,fl:xi_ln:zhan-22,Xiaohua,8801128f-16c8-11ed-9b5f-1234bde3cd05
4264422,fl:to_ln:kitago-2,Tohshichi,9f02f0a1-16c8-11ed-9b5f-1234bde3cd05
9776321,fl:to_ln:kodama-29,Toshiaki,1832d3dc-16c8-11ed-9b5f-1234bde3cd05
7268254,fl:ge_ln:olbert-1,Gerhard,137b0d73-16c8-11ed-9b5f-1234bde3cd05
10510570,fl:vi_ln:rao-17,Vivek R.,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
6432244,fl:do_ln:weder-1,Donald E.,e9ec494b-16c7-11ed-9b5f-1234bde3cd05
8544224,00vjwz6qc3mlr435em4jo0tz8,Jim,e0ed625f-16c7-11ed-9b5f-1234bde3cd05
10895818,fl:yu_ln:imai-31,Yuichiro,42f90495-16c8-11ed-9b5f-1234bde3cd05
D349050,fl:ca_ln:krupa-2,Calvin S.,dd0562d5-16c7-11ed-9b5f-1234bde3cd05
10708890,fl:ji_ln:kwak-45,Jinsam,75436e0d-16c8-11ed-9b5f-1234bde3cd05
5765065,fl:ko_ln:yoshida-11,Koujiro,932dc780-16c8-11ed-9b5f-1234bde3cd05
11791794,fl:so_ln:yandrapalli-1,Soumya,6b3fdc33-16c8-11ed-9b5f-1234bde3cd05
9864113,fl:ji_ln:wu-640,Jianhong,4b6a6f27-16c8-11ed-9b5f-1234bde3cd05
12189548,fl:ar_ln:vaidyanath-1,Arun,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9221506,fl:da_ln:wright-72,Daniel J.,5d0c8fca-16c8-11ed-9b5f-1234bde3cd05
D977393,fl:pa_ln:patel-78,Paven,6ef5acc1-49af-11ed-9879-1234bde3cd05
7117399,fl:se_ln:song-71,Seung Hyun,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
5749571,fl:pe_ln:heiler-1,Peter,2e61e36a-16c8-11ed-9b5f-1234bde3cd05
4302050,fl:el_ln:jones-26,Eldon D.,df3e4e74-16c7-11ed-9b5f-1234bde3cd05
7226934,fl:ge_ln:wright-21,George E.,0ad0943d-16c8-11ed-9b5f-1234bde3cd05
9130054,fl:ju_ln:kim-535,Juhyung,75436e0d-16c8-11ed-9b5f-1234bde3cd05
7162148,fl:sh_ln:kikuchi-25,Shinichi,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
10117924,fl:a._ln:dealwis-1,A. Ruklanthi,ba5e0782-16c7-11ed-9b5f-1234bde3cd05
9333921,fl:an_ln:greene-4,Andrew T.,c5849208-16c7-11ed-9b5f-1234bde3cd05
10786004,fl:ch_ln:tucker-3,Christopher S.,fc8371d2-16c7-11ed-9b5f-1234bde3cd05
7075158,fl:ts_ln:ino-1,Tsunehiro,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
5111692,fl:ma_ln:mcqueen-4,Malcolm M.,c2b9d903-16c7-11ed-9b5f-1234bde3cd05
6607487,fl:ja_ln:kluiwstra-1,Jan-Ulco,c8a494cf-16c7-11ed-9b5f-1234bde3cd05
6501860,fl:pa_ln:onno-1,Patrice,44dc0f61-16c8-11ed-9b5f-1234bde3cd05
10776173,fl:da_ln:wei-2,Danny,5836da24-16c8-11ed-9b5f-1234bde3cd05
7678695,fl:ko_ln:omote-1,Koji,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
6158103,fl:je_ln:grubb-2,Jeffrey A.,198abe92-16c8-11ed-9b5f-1234bde3cd05
11219927,fl:an_ln:csinger-1,Andrew,86dd30c2-16c8-11ed-9b5f-1234bde3cd05
11569128,fl:wo_ln:lee-332,Woojin,755a2aab-16c8-11ed-9b5f-1234bde3cd05
4640561,fl:me_ln:george-6,Melvin J.,f2df85b6-16c7-11ed-9b5f-1234bde3cd05
7007361,fl:ro_ln:klinedinst-1,Roger L.,e21a0d68-16c7-11ed-9b5f-1234bde3cd05
7256143,fl:ky_ln:chi-1,Kyeong-Koo,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
12039662,fl:hu_ln:xu-115,Huabing,843f4caa-49af-11ed-9879-1234bde3cd05
4516198,fl:go_ln:liss-1,Gote,224da79e-16c8-11ed-9b5f-1234bde3cd05
8496716,fl:ar_ln:lange-1,Arno,310beb4b-16c8-11ed-9b5f-1234bde3cd05
7963567,fl:la_ln:brown-28,Larry D.,1893009c-16c8-11ed-9b5f-1234bde3cd05
D806539,fl:fr_ln:ahlstrom-2,Fredrik,642dc50a-49af-11ed-9879-1234bde3cd05
4592053,fl:to_ln:matsuura-34,Toshimi,881e9b43-16c8-11ed-9b5f-1234bde3cd05
10957219,fl:jo_ln:vliet-1,John,086e30db-16c8-11ed-9b5f-1234bde3cd05
9348071,fl:we_ln:su-115,WEN-YEN,90d48008-16c8-11ed-9b5f-1234bde3cd05
10084044,fl:mi_ln:reillo-1,Michelle,ef5d621e-16c7-11ed-9b5f-1234bde3cd05
8614619,fl:br_ln:levi-1,Bruno,937817ed-16c8-11ed-9b5f-1234bde3cd05
4508212,fl:fr_ln:bolle-1,Fred,f3f2a9c8-16c7-11ed-9b5f-1234bde3cd05
9220372,fl:ka_ln:benoit-2,Kaitlyn M.,e879d3a4-16c7-11ed-9b5f-1234bde3cd05
7788579,fl:si_ln:joshi-1,Siddharth,c1927ee7-16c7-11ed-9b5f-1234bde3cd05
5899547,fl:ak_ln:mase-2,Akira,2202226a-16c8-11ed-9b5f-1234bde3cd05
12055563,fl:te_ln:lin-5,Te-Kun,5bd47c9c-16c8-11ed-9b5f-1234bde3cd05
6571972,fl:mi_ln:faltys-2,Michael A.,cfa468c4-16c7-11ed-9b5f-1234bde3cd05
4845308,fl:ed_ln:womack-1,Edgar A.,ec3c2fe6-16c7-11ed-9b5f-1234bde3cd05
6035380,00vmx7g1rujx6cj8eyw4hay6u,Volker,211618f4-16c8-11ed-9b5f-1234bde3cd05
7897733,fl:cr_ln:caufield-1,Craig E.,92237ca2-16c8-11ed-9b5f-1234bde3cd05
7306670,fl:ni_ln:cox-5,Nigel-Philip,3127bc40-16c8-11ed-9b5f-1234bde3cd05
11427943,fl:ar_ln:ashraf-1,Arman,ece43184-16c7-11ed-9b5f-1234bde3cd05
7000058,fl:ar_ln:mrasek-1,Armin,43ffa228-16c8-11ed-9b5f-1234bde3cd05
8175106,fl:ch_ln:wang-532,Chun-Fu,90eaa921-16c8-11ed-9b5f-1234bde3cd05
4459887,fl:ja_ln:ingham-4,James D.,094fd1be-16c8-11ed-9b5f-1234bde3cd05
8749809,fl:se_ln:selvaraj-4,Senthil K.,c6a61746-16c7-11ed-9b5f-1234bde3cd05
6093611,fl:ma_ln:gardner-4,Mark I.,d949e5cf-16c7-11ed-9b5f-1234bde3cd05
8291028,fl:ma_ln:fehrenbach-2,Mark Everett,1893009c-16c8-11ed-9b5f-1234bde3cd05
5548532,fl:ku_ln:joseph-4,Kuriacose,0bfbea71-16c8-11ed-9b5f-1234bde3cd05
11025213,fl:an_ln:roy-32,Aniruddha,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
11410507,fl:am_ln:alali-7,Ammar,c31f5c84-16c7-11ed-9b5f-1234bde3cd05
5447616,fl:ta_ln:kawaguchi-7,Tatsuzo,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
4322656,fl:ka_ln:weingand-1,Kaspar,8a4398c1-16c8-11ed-9b5f-1234bde3cd05
8180862,fl:sh_ln:sigrist-1,Sheldon J.,6d380d52-16c8-11ed-9b5f-1234bde3cd05
6719351,fl:ge_ln:cornils-1,Gerd,5fbac8f5-16c8-11ed-9b5f-1234bde3cd05
4759674,fl:gu_ln:schroder-3,Gunter,298567c5-16c8-11ed-9b5f-1234bde3cd05
4662960,fl:jo_ln:jost-4,Jochen,4dfff8bf-16c8-11ed-9b5f-1234bde3cd05
5497378,fl:ki_ln:vanvliet-2,Kimberly K.,f1923f32-16c7-11ed-9b5f-1234bde3cd05
11713828,fl:or_ln:vandoran-1,Orie Woodman,659a0060-49af-11ed-9879-1234bde3cd05
9271674,fl:ka_ln:deisseroth-1,Karl,c1927ee7-16c7-11ed-9b5f-1234bde3cd05
11774521,fl:ge_ln:tyapkin-1,Gennady,90e7ba7e-16c8-11ed-9b5f-1234bde3cd05
12419763,fl:mu_ln:taqi-1,Muhammad,c1073b1f-16c7-11ed-9b5f-1234bde3cd05
9392088,fl:st_ln:perrin-9,Steven Richard,04726932-16c8-11ed-9b5f-1234bde3cd05
10159798,fl:ma_ln:bock-10,Mario,2e95079c-16c8-11ed-9b5f-1234bde3cd05
6701345,fl:ma_ln:gregory-8,Mary Michelle,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
11556514,fl:an_ln:aghakiant-1,Angineh,13f05eea-16c8-11ed-9b5f-1234bde3cd05
5780176,fl:re_ln:kondoh-2,Reiko,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
6383666,fl:ja_ln:bae-45,Jaesoon,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
8984713,fl:br_ln:peterson-56,Brent,e313a1fc-16c7-11ed-9b5f-1234bde3cd05
11094663,fl:se_ln:jung-168,Seung Boo,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
7250078,fl:ya_ln:kawashima-1,Yasuhiko,a4211571-16c8-11ed-9b5f-1234bde3cd05
6092983,fl:ta_ln:ishiguro-3,Tatsuo,9defebc5-16c8-11ed-9b5f-1234bde3cd05
6793299,fl:ja_ln:heimler-1,James R.,ea0f11fa-16c7-11ed-9b5f-1234bde3cd05
12027375,fl:ka_ln:nardi-1,Katie Lynn,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11386435,fl:al_ln:kramskaia-1,Alla,0e5a7d86-16c8-11ed-9b5f-1234bde3cd05
6791829,fl:yu_ln:chen-167,Yun-Lung,907f9ab3-16c8-11ed-9b5f-1234bde3cd05
10095601,fl:ch_ln:scherrer-4,Christoph,15c549e5-16c8-11ed-9b5f-1234bde3cd05
D860685,fl:da_ln:ribble-1,David L.,e0a8c424-16c7-11ed-9b5f-1234bde3cd05
9558410,fl:yo_ln:sakamoto-33,Yosuke,93301aaa-16c8-11ed-9b5f-1234bde3cd05
5599712,fl:jo_ln:greenberger-2,Joel S.,f7ccc69c-16c7-11ed-9b5f-1234bde3cd05
D1070718,fl:kr_ln:groth-2,Kristian,145cee04-16c8-11ed-9b5f-1234bde3cd05
11581329,fl:hi_ln:itokawa-3,Hiroshi,9abd2461-16c8-11ed-9b5f-1234bde3cd05
8732796,fl:re_ln:jafari-1,Reza,d728ee2c-16c7-11ed-9b5f-1234bde3cd05
7262043,fl:va_ln:john-2,Varghese,4affd925-16c8-11ed-9b5f-1234bde3cd05
6436374,fl:sa_ln:hitzel-1,Sabine,5be84ef5-16c8-11ed-9b5f-1234bde3cd05
10743319,fl:ju_ln:li-39,Junyi,a296b9f2-16c8-11ed-9b5f-1234bde3cd05
7828791,fl:om_ln:vakharia-1,Omar J.,ece43184-16c7-11ed-9b5f-1234bde3cd05
7077542,fl:ke_ln:lee-114,Keun-Woo,75436e0d-16c8-11ed-9b5f-1234bde3cd05
9761663,fl:ke_ln:kouno-4,Kenji,8bf15d99-16c8-11ed-9b5f-1234bde3cd05
11078679,fl:an_ln:tournas-1,Andrew,09c8bab7-16c8-11ed-9b5f-1234bde3cd05
11604308,fl:yo_ln:jung-56,Yong Un,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
6943203,fl:ro_ln:steffen-4,Robert B.,ef028398-16c7-11ed-9b5f-1234bde3cd05
11034138,fl:ju_ln:casarrubias-1,Juan Carlos,932fc444-16c8-11ed-9b5f-1234bde3cd05
11201457,fl:mi_ln:wiese-4,Michael S.,c232c2b8-16c7-11ed-9b5f-1234bde3cd05
8485095,fl:ma_ln:loddenkoetter-1,Manfred,a7e142db-16c8-11ed-9b5f-1234bde3cd05
11162445,fl:yo_ln:ishikawa-20,Yoichi,42f90495-16c8-11ed-9b5f-1234bde3cd05
9358504,fl:hy_ln:han-35,Hyun-sik,75436e0d-16c8-11ed-9b5f-1234bde3cd05
10202379,fl:ch_ln:takahashi-2,Chika,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
6999931,fl:gu_ln:zhou-162,Guojun,12c9bbe6-16c8-11ed-9b5f-1234bde3cd05
5664787,fl:to_ln:fuse-16,Toshihiko,9defb137-16c8-11ed-9b5f-1234bde3cd05
10976714,fl:ol_ln:zorin-1,Oleg Leonidovich,180e76a0-16c8-11ed-9b5f-1234bde3cd05
7908888,fl:fr_ln:cocchini-1,Franco,9b183cbf-16c8-11ed-9b5f-1234bde3cd05
10915910,fl:ku_ln:dey-1,Kuntal,119ad128-16c8-11ed-9b5f-1234bde3cd05
7329994,fl:to_ln:tomono-2,Toshikazu,a11beeb4-16c8-11ed-9b5f-1234bde3cd05
5108277,fl:jo_ln:dixon-9,John,f2de3e32-16c7-11ed-9b5f-1234bde3cd05
8912831,fl:kr_ln:rangasayee-1,Krishna,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
7081067,fl:ko_ln:sakamoto-7,Koichi,8bf15d99-16c8-11ed-9b5f-1234bde3cd05
7511772,fl:to_ln:osada-9,Toshihiko,210d803c-16c8-11ed-9b5f-1234bde3cd05
9836441,fl:j._ln:parker-5,J. Jordan C.,5836da24-16c8-11ed-9b5f-1234bde3cd05
8191448,fl:fl_ln:stadelmann-1,Florian,b6a6c9d1-16c7-11ed-9b5f-1234bde3cd05
5920823,fl:ki_ln:murai-3,Kiyokazu,42f90495-16c8-11ed-9b5f-1234bde3cd05
9160438,fl:ak_ln:kaizu-1,Aki,42f90495-16c8-11ed-9b5f-1234bde3cd05
5146607,fl:ad_ln:roganti-1,Adriano,f13fd819-16c7-11ed-9b5f-1234bde3cd05
4569002,00vs2craekcrvvcbc7c3q8pce,Robert E.,09945094-16c8-11ed-9b5f-1234bde3cd05
9917748,fl:yo_ln:komatsuzaki-2,Yoriko,42f90495-16c8-11ed-9b5f-1234bde3cd05
6829305,fl:ch_ln:you-56,Cheol-Woo,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
6483906,fl:ky_ln:fields-1,Kyle,39d6370e-16c8-11ed-9b5f-1234bde3cd05
4644815,fl:ta_ln:sibata-1,Takuo,8bf1ea14-16c8-11ed-9b5f-1234bde3cd05
11055273,fl:fe_ln:zandona-1,Fernando Paiva,816d2d55-16c8-11ed-9b5f-1234bde3cd05
5540027,fl:mi_ln:cowell-1,Michael J.,01b34f8b-16c8-11ed-9b5f-1234bde3cd05
11746961,fl:ne_ln:almusharfi-1,Nedhal M.,7b755d5b-16c8-11ed-9b5f-1234bde3cd05
8175441,fl:ma_ln:kozuka-2,Masayuki,6446d30d-16c8-11ed-9b5f-1234bde3cd05
11298329,fl:hi_ln:emiru-1,Hilina,cd861468-16c7-11ed-9b5f-1234bde3cd05
11341872,fl:se_ln:lee-172,Seung Hee,6c4b5b92-16c8-11ed-9b5f-1234bde3cd05
D601344,fl:da_ln:chu-6,David Ching Chi,92237ca2-16c8-11ed-9b5f-1234bde3cd05
8586695,fl:se_ln:kobayashi-6,Seiichi,1811bb5e-16c8-11ed-9b5f-1234bde3cd05
10357273,fl:ts_ln:akagane-1,Tsunetaka,932db238-16c8-11ed-9b5f-1234bde3cd05
5140782,00vsn3acanyd3aax7vz7grznn,Honore,f8bc137b-16c7-11ed-9b5f-1234bde3cd05
9641450,fl:sw_ln:sivasubramanian-1,Swaminathan,5836da24-16c8-11ed-9b5f-1234bde3cd05
10569703,fl:yo_ln:mizuno-9,Yoshio,8bf23367-16c8-11ed-9b5f-1234bde3cd05
8769878,fl:jo_ln:provenzano-2,John,fb7a0d92-16c7-11ed-9b5f-1234bde3cd05
7910156,fl:jo_ln:konrad-3,John J.,01f0d66c-16c8-11ed-9b5f-1234bde3cd05
4654279,fl:ch_ln:chiang-25,Chwan-Kang,03365cfe-16c8-11ed-9b5f-1234bde3cd05
7460784,fl:ch_ln:eder-1,Christian,2e6da2cf-16c8-11ed-9b5f-1234bde3cd05
8004915,fl:ja_ln:dastidar-2,Jayabrata Ghosh,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
4190712,fl:ki_ln:flanagan-1,Kirby E. L.,06dc052e-16c8-11ed-9b5f-1234bde3cd05
11627537,fl:st_ln:hanov-2,Steven Michael,39e04522-16c8-11ed-9b5f-1234bde3cd05
12344119,fl:hi_ln:shinohara-12,Hiroki,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
4516134,fl:yu_ln:koizumi-20,Yukihasa,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
4187642,fl:ik_ln:nishikawa-2,Ikuo,0f50cc5f-16c8-11ed-9b5f-1234bde3cd05
9685101,fl:an_ln:vandeven-3,Antony Paul,a004806f-16c8-11ed-9b5f-1234bde3cd05
11531810,fl:ru_ln:embry-1,Russell T.,08804990-16c8-11ed-9b5f-1234bde3cd05
11208422,fl:bj_ln:rosenstein-1,Björn,0f51a8ca-16c8-11ed-9b5f-1234bde3cd05
7138987,fl:yo_ln:nakazaki-2,Yoshiaki,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9533990,fl:to_ln:xiao-2,Tong,0e5a7d86-16c8-11ed-9b5f-1234bde3cd05
3961302,fl:ja_ln:hufford-1,James N.,ea7e80af-16c7-11ed-9b5f-1234bde3cd05
10005071,fl:mi_ln:tomaselli-1,Michele,973f4de5-16c8-11ed-9b5f-1234bde3cd05
12120585,fl:da_ln:carter-4,David Alex,c6a61746-16c7-11ed-9b5f-1234bde3cd05
5432643,fl:ch_ln:huang-545,Chi-San,5bd47c9c-16c8-11ed-9b5f-1234bde3cd05
9735711,fl:ar_ln:balasingam-1,Arjun Varman,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8165904,fl:mu_ln:srinivasan-5,Mukundan,c4361743-16c7-11ed-9b5f-1234bde3cd05
10673432,fl:ce_ln:kaya-1,Cetin,c8ea0862-16c7-11ed-9b5f-1234bde3cd05
7737393,fl:ju_ln:fouquet-1,Julie E.,c2e22c7f-16c7-11ed-9b5f-1234bde3cd05
RE35801,00vuxi1y08flvxwmows0idqle,Hiroko,42f90495-16c8-11ed-9b5f-1234bde3cd05
11452157,fl:da_ln:laselva-1,Daniela,57f0af78-16c8-11ed-9b5f-1234bde3cd05
7886033,fl:st_ln:bush-6,Steven M.,816d1200-16c8-11ed-9b5f-1234bde3cd05
5578282,fl:ch_ln:o'young-1,Chi-Lin,8d409a29-16c8-11ed-9b5f-1234bde3cd05
11788669,fl:ro_ln:hettler-1,Robert,31276fdd-16c8-11ed-9b5f-1234bde3cd05
D618522,fl:ja_ln:degroote-2,Jan-Hendrik,11be9727-16c8-11ed-9b5f-1234bde3cd05
8112804,fl:ju_ln:jeong-18,Ju Hwan,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
5608991,fl:se_ln:yamashita-11,Senji,881ecc4c-16c8-11ed-9b5f-1234bde3cd05
4712668,fl:ra_ln:gray-11,Ralph E.,1f58adad-16c8-11ed-9b5f-1234bde3cd05
7672512,fl:ro_ln:levien-2,Royce A.,0ea025b8-16c8-11ed-9b5f-1234bde3cd05
D989902,fl:wu_ln:he-6,Wu,679d801e-49af-11ed-9879-1234bde3cd05
D917404,fl:mi_ln:xu-71,Min,93778f03-16c8-11ed-9b5f-1234bde3cd05
11084386,fl:mc_ln:veloso-1,McKevin,073816be-16c8-11ed-9b5f-1234bde3cd05
5697185,fl:ga_ln:kreidler-1,Gary L.,e83750fb-16c7-11ed-9b5f-1234bde3cd05
3977719,00vvpqqmla9dg2wd9htdgj8tp,Howard E.,998a9559-16c8-11ed-9b5f-1234bde3cd05
8224349,fl:we_ln:zhao-121,Wenjie,08356fad-16c8-11ed-9b5f-1234bde3cd05
5460110,fl:ar_ln:harjula-3,Arjo,402cc2a9-16c8-11ed-9b5f-1234bde3cd05
8385429,fl:wi_ln:dambrackas-1,William A.,f509f1c9-16c7-11ed-9b5f-1234bde3cd05
8979104,fl:no_ln:shimizu-26,Nobutaka,42f90495-16c8-11ed-9b5f-1234bde3cd05
6800647,fl:ia_ln:davies-5,Ian,08356fad-16c8-11ed-9b5f-1234bde3cd05
11867809,fl:sh_ln:komatsuzaki-4,Shinji,9f18396a-16c8-11ed-9b5f-1234bde3cd05
11540745,fl:tz_ln:yu-14,Tzu-Chin,bab1d2db-16c7-11ed-9b5f-1234bde3cd05
7084087,fl:bo_ln:maingay-1,Bowden George,2590366f-16c8-11ed-9b5f-1234bde3cd05
12204679,fl:is_ln:nerurkar-1,Ishaan,b21cc8f7-16c7-11ed-9b5f-1234bde3cd05
10955658,fl:hy_ln:kang-225,Hyungjoo,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10088384,fl:pa_ln:piers-1,Patricia Ann,60d552da-16c8-11ed-9b5f-1234bde3cd05
4572619,fl:al_ln:wiesmeier-1,Albert,7bc0be2b-49af-11ed-9879-1234bde3cd05
10064748,fl:ma_ln:shimoyama-12,Masakazu,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
11919957,fl:pr_ln:bhagavatheeswaran-1,Prabhu Seshaiyer,0cd1778a-16c8-11ed-9b5f-1234bde3cd05
7466497,fl:ki_ln:kim-15,Ki Tae,3eb3274f-16c8-11ed-9b5f-1234bde3cd05
11899761,fl:fn_ln:anubhav-1,FNU,816d1200-16c8-11ed-9b5f-1234bde3cd05
10888452,fl:fr_ln:molina-1,Francisco,f0033e87-16c7-11ed-9b5f-1234bde3cd05
6222550,fl:mi_ln:li-181,Ming,c6a61746-16c7-11ed-9b5f-1234bde3cd05
7833448,fl:di_ln:wittmann-2,Dieter,12021298-16c8-11ed-9b5f-1234bde3cd05
6158909,fl:th_ln:mccue-2,Thomas E.,816d3b77-16c8-11ed-9b5f-1234bde3cd05
7955429,fl:ga_ln:pozarnsky-1,Gary A.,d3f0aaf0-16c7-11ed-9b5f-1234bde3cd05
11683325,fl:je_ln:rule-2,Jeffrey,88019c4d-49af-11ed-9879-1234bde3cd05
D886428,00vxdd4gw9c2apa5npkld0ann,Allison,b23836c0-16c7-11ed-9b5f-1234bde3cd05
11255715,fl:ti_ln:barry-2,Timothy James,edfab6f6-16c7-11ed-9b5f-1234bde3cd05
7971693,fl:th_ln:peuker-1,Thomas,2c05a8cb-16c8-11ed-9b5f-1234bde3cd05
4029613,fl:jo_ln:quinlan-3,John J.,087fc04b-16c8-11ed-9b5f-1234bde3cd05
5112127,fl:r._ln:rauh-1,R. David,0c2c7297-16c8-11ed-9b5f-1234bde3cd05
8886903,fl:mi_ln:kono-7,Misako,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
6240195,fl:ul_ln:sigwanz-1,Ullrich,31e1ce53-16c8-11ed-9b5f-1234bde3cd05
7732885,fl:ja_ln:chapman-18,James,8e6e9342-16c8-11ed-9b5f-1234bde3cd05
11102515,fl:da_ln:conrad-8,David R.,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
4099658,fl:jo_ln:bott-4,John A.,f1807a3d-16c7-11ed-9b5f-1234bde3cd05
10898074,fl:is_ln:araci-1,Ismail Emre,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6853239,fl:ju_ln:nishimoto-2,Junichi,932db238-16c8-11ed-9b5f-1234bde3cd05
4418218,fl:sh_ln:terashima-1,Shiro,42f90495-16c8-11ed-9b5f-1234bde3cd05
9312767,fl:ch_ln:sandner-2,Christoph,5999aaf5-16c8-11ed-9b5f-1234bde3cd05
7114243,fl:sh_ln:nayar-1,Sham S.,cb07d555-16c7-11ed-9b5f-1234bde3cd05
7236383,fl:be_ln:peron-1,Benoit,442df0bb-16c8-11ed-9b5f-1234bde3cd05
D1107874,fl:ji_ln:chen-641,Jianfeng,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
D672391,fl:ro_ln:peritz-1,Rob Jefry,d1bf269c-16c7-11ed-9b5f-1234bde3cd05
8742700,fl:ro_ln:conn-8,Robert O.,c0c46c2f-16c7-11ed-9b5f-1234bde3cd05
4575685,fl:ro_ln:dobkin-2,Robert C.,13f05eea-16c8-11ed-9b5f-1234bde3cd05
4836226,fl:ro_ln:wolak-2,Ronald G.,ed7442f6-16c7-11ed-9b5f-1234bde3cd05
10192552,fl:ma_ln:chinthakunta-2,Madhusudan,c39d6412-16c7-11ed-9b5f-1234bde3cd05
4239768,fl:ch_ln:rasmussen-9,Chris R.,015d763a-16c8-11ed-9b5f-1234bde3cd05
8228216,fl:ma_ln:slyz-1,Marko,1893009c-16c8-11ed-9b5f-1234bde3cd05
10820253,fl:zh_ln:chen-277,Zhuo,0038a8f4-16c8-11ed-9b5f-1234bde3cd05
6803565,fl:ha_ln:udseth-1,Harold R.,a52d8c41-16c8-11ed-9b5f-1234bde3cd05
D734332,fl:ma_ln:olsson-1,Maj Isabelle,4affd925-16c8-11ed-9b5f-1234bde3cd05
D773471,fl:ka_ln:lakraa-1,Karima,6b3fdc33-16c8-11ed-9b5f-1234bde3cd05
9171095,fl:ow_ln:otto-1,Owen Daniel,c8a494cf-16c7-11ed-9b5f-1234bde3cd05
D755328,fl:mi_ln:mayberry-1,Michael T.,d1be55cf-16c7-11ed-9b5f-1234bde3cd05
5329163,fl:sa_ln:oshima-9,Sadayoshi,a28573f8-16c8-11ed-9b5f-1234bde3cd05
6765091,fl:vi_ln:bencomo-1,Vicente Guillermo Verez,42871456-16c8-11ed-9b5f-1234bde3cd05
6164457,fl:ul_ln:schlor-1,Ulrich,2d473668-16c8-11ed-9b5f-1234bde3cd05
10635136,fl:ky_ln:jeong-35,Kyung-ho,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10302434,fl:sa_ln:dayal-1,Sankalp,8cd7e1df-16c8-11ed-9b5f-1234bde3cd05
6468501,fl:co_ln:chen-16,Cong-Yan,c8bee306-16c7-11ed-9b5f-1234bde3cd05
D305647,fl:sh_ln:kato-50,Shuzo,22028560-16c8-11ed-9b5f-1234bde3cd05
D806047,fl:jo_ln:kim-914,Jongho,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
8219450,fl:ja_ln:chang-3,Jai-Jen,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
12165063,fl:yu_ln:zhou-99,Yuqian,e21807d6-16c7-11ed-9b5f-1234bde3cd05
11704930,fl:jy_ln:wada-3,Jyouji,1c09ea1c-16c8-11ed-9b5f-1234bde3cd05
8357651,fl:ch_ln:quellet-1,Christian,2fc42281-16c8-11ed-9b5f-1234bde3cd05
9121058,fl:se_ln:stern-2,Seth,a26e22db-16c8-11ed-9b5f-1234bde3cd05
