patent_id,filing_date
3952200,1975-02-28
3984015,1975-02-28
4033193,1975-02-28
3980350,1975-02-28
3954495,1975-02-28
4135302,1975-02-28
3962199,1975-02-28
3980602,1975-02-28
4147551,1975-02-28
3981870,1975-02-28
4106446,1975-02-28
3993061,1975-02-28
4009990,1975-02-27
4016228,1975-02-28
4000731,1975-02-28
4034720,1975-02-28
4058207,1975-04-02
3948688,1975-02-28
3987953,1975-02-28
3964287,1975-02-28
3985814,1975-02-28
3984785,1975-02-28
3977031,1975-02-28
3972186,1975-02-28
3972185,1975-02-28
4020068,1975-02-28
4011331,1975-02-28
3991065,1975-02-28
3985034,1975-02-28
3964328,1975-02-28
3934759,1975-02-28
3975372,1975-02-28
3951559,1975-02-28
3993178,1975-02-28
4017028,1975-02-28
3955442,1975-02-28
3947084,1975-02-28
3975692,1975-02-28
3995944,1975-02-28
3972136,1975-02-28
3990825,1975-02-28
3939713,1975-02-28
4013050,1975-02-28
4005514,1975-02-28
3981152,1975-02-28
3962314,1975-02-28
4007227,1975-02-28
4001209,1975-02-28
3963540,1975-02-28
3979232,1975-02-28
3966145,1975-02-28
3957286,1975-02-28
4009245,1975-02-28
4078104,1975-02-28
3995744,1975-02-28
3963222,1975-02-28
3974910,1975-02-28
3974364,1975-02-28
3963888,1975-02-28
3944725,1975-02-28
3956852,1975-02-28
3988747,1975-02-28
3974721,1975-02-28
4076867,1975-02-28
4006897,1975-02-28
3999952,1975-02-28
3977124,1975-02-28
3961125,1975-02-28
4010993,1975-02-28
3973528,1975-02-28
3930410,1975-02-28
3982441,1975-02-28
3960086,1975-02-28
3954322,1975-02-28
3953553,1975-02-28
3963572,1975-02-28
4007269,1975-02-28
3969897,1975-02-28
4008369,1975-02-28
4007065,1975-02-28
3984544,1975-02-28
3978200,1975-03-03
3968206,1975-03-03
3954692,1975-03-03
3968723,1975-03-03
3955368,1975-03-03
3969263,1975-03-03
4036772,1975-03-03
4050511,1975-03-03
3987780,1975-03-03
3962234,1975-03-03
3985257,1975-03-03
4150154,1975-03-03
4001147,1975-03-03
4011376,1975-03-03
3994792,1975-03-03
3935986,1975-03-03
3972273,1975-03-03
4011422,1975-03-03
4006335,1975-03-03
4011398,1975-03-03
3970219,1975-03-03
3978150,1975-03-03
3971125,1975-03-03
3954205,1975-02-28
3954297,1975-02-28
3988809,1975-02-28
3964270,1975-02-28
3977710,1975-03-03
4040326,1975-03-03
3965600,1975-03-03
4019527,1975-03-03
3976989,1975-03-03
3953724,1975-03-03
3976400,1975-03-03
3946569,1975-03-03
D244124,1975-03-03
4013608,1975-03-03
4005173,1975-03-03
3982822,1975-03-03
3979160,1975-03-03
D244602,1975-03-03
4024178,1975-03-03
4142152,1975-03-03
3967063,1975-03-03
4554160,1975-03-03
3992271,1975-03-03
3962804,1975-03-03
3987929,1975-03-03
4041805,1975-03-03
3973463,1975-03-03
3971284,1975-03-03
3954277,1975-03-03
3991961,1975-03-03
4009501,1975-03-03
3954076,1975-03-03
3938274,1975-03-03
4038670,1975-03-03
3937451,1975-03-03
4066498,1975-03-03
4042568,1975-03-03
3986564,1975-03-03
4106779,1975-03-03
3990141,1975-03-03
4003167,1975-03-03
4211755,1975-03-03
4001045,1975-03-03
4036171,1975-03-03
3975107,1975-03-03
3941402,1975-03-03
4018306,1975-03-03
4038826,1975-03-03
3970960,1975-03-03
3964572,1975-03-03
4010361,1975-03-03
3980629,1975-03-03
3956319,1975-03-03
4024354,1975-03-03
3990593,1975-03-03
D243732,1975-03-03
3977531,1975-03-03
3964106,1975-03-03
4031424,1975-03-03
4030996,1975-03-03
3995187,1975-03-03
4001664,1975-03-03
3995493,1975-03-03
3980582,1975-03-03
3963261,1975-03-03
3952951,1975-03-03
4029998,1975-03-03
3977714,1975-03-03
4007509,1975-03-03
3996113,1975-03-03
4020287,1975-03-03
3982525,1975-03-03
4015010,1975-03-03
3964318,1975-03-03
3972149,1975-03-03
3995410,1975-03-03
3963091,1975-03-03
3945619,1975-03-03
4089166,1975-03-03
3958076,1975-03-03
4075285,1975-03-03
4096940,1975-03-03
3955827,1975-03-03
3935491,1975-03-03
3972854,1975-03-03
3974573,1975-03-03
4013768,1975-03-03
3983882,1975-03-03
3998116,1975-03-03
3995905,1975-03-03
3937531,1975-03-03
3957053,1975-03-03
4011668,1975-03-03
3989461,1975-03-03
3964900,1975-03-03
3972477,1975-03-03
3991442,1975-03-03
3955263,1975-03-03
4042580,1975-03-03
3967375,1975-03-03
4068183,1975-03-03
3958538,1975-03-03
3989363,1975-03-03
3997054,1975-03-03
3984960,1975-03-03
3989012,1975-03-03
3987414,1975-03-03
4006422,1975-03-03
3967225,1975-03-03
3999096,1975-03-03
3975174,1975-03-03
3948069,1975-03-03
3997147,1975-03-03
3964735,1975-03-03
3971856,1975-03-03
3968744,1975-03-03
3976301,1975-03-03
3967828,1975-03-03
3940575,1975-03-03
D244570,1975-03-03
3973772,1975-03-03
4024566,1975-03-03
3967326,1975-03-03
4004370,1975-03-03
3985960,1975-03-03
4254361,1975-03-03
3953349,1975-03-03
3953348,1975-03-03
4072809,1975-03-03
4001885,1975-03-03
3997199,1975-03-03
3995066,1975-03-03
3996776,1975-03-03
4086513,1975-03-03
4039672,1975-03-03
3967564,1975-03-03
4035536,1975-03-03
4008216,1975-03-03
4079985,1975-03-03
3962872,1975-03-03
D244492,1975-03-03
D244406,1975-03-03
3999057,1975-03-03
3971438,1975-03-03
3969752,1975-03-03
4026296,1975-03-03
3969998,1975-03-03
4000938,1975-03-03
4005999,1975-03-03
4007557,1975-03-03
3965870,1975-03-03
3949840,1975-03-03
3931760,1975-03-03
3970106,1975-03-03
3960146,1975-03-03
4055829,1975-03-03
3961860,1975-03-03
4015048,1975-03-03
3989140,1975-03-03
3984764,1975-03-03
3961784,1975-03-03
3995439,1975-03-03
3961461,1975-03-03
4023081,1975-03-03
4068154,1975-03-03
4015877,1975-03-03
D243714,1975-03-03
3991077,1975-03-03
4022894,1975-03-03
3985383,1975-03-03
4036923,1975-03-03
3977109,1975-03-03
4008365,1975-03-03
3972711,1975-03-03
3943927,1975-03-03
3961795,1975-03-03
3979971,1975-03-03
3988890,1975-03-03
3973709,1975-03-03
4028928,1975-03-03
3966885,1975-03-03
4018531,1975-03-03
4203732,1975-03-03
3987589,1975-03-03
3985499,1975-03-03
3971570,1975-03-03
3976420,1975-03-03
3930373,1975-03-03
4004970,1975-03-03
4043855,1975-03-03
3980084,1975-03-03
3968970,1975-03-03
3993155,1975-03-03
3944731,1975-03-03
4003748,1975-03-03
4012611,1975-03-03
3971674,1975-03-03
3981308,1975-03-03
4023732,1975-03-03
3976811,1975-03-03
3974304,1975-03-03
3955681,1975-03-03
4038898,1975-03-03
3972105,1975-03-03
3993073,1975-03-03
3958489,1975-03-03
3972084,1975-03-03
3974837,1975-03-03
3931669,1975-03-03
4021677,1975-03-03
3979664,1975-03-03
4022391,1975-03-03
4009371,1975-03-03
4022508,1975-03-10
3957301,1975-03-03
3934134,1975-03-03
3989789,1975-03-03
4029481,1975-03-03
4012885,1975-03-03
3984852,1975-03-03
3987466,1975-03-03
3971016,1975-03-03
4000687,1975-03-03
4076368,1975-03-03
4052728,1975-03-03
3979762,1975-03-03
3977014,1975-03-03
3952163,1975-03-03
3989620,1975-03-03
4047192,1975-03-03
3967304,1975-03-03
3994002,1975-03-03
3963201,1975-03-03
3995253,1975-03-03
3979092,1975-03-03
3942186,1975-03-03
4010068,1975-03-03
4006388,1975-03-03
4034805,1975-03-03
3941233,1975-03-03
3941005,1975-03-03
3944231,1975-03-03
4183768,1975-03-03
4223112,1975-03-03
3986792,1975-03-03
3932047,1975-03-03
3985009,1975-03-03
4124371,1975-03-03
3995093,1975-03-03
3958133,1975-03-03
3970412,1975-03-03
3941885,1975-03-03
4015813,1975-03-03
3972982,1975-03-03
4015666,1975-03-03
4018287,1975-03-03
3983622,1975-03-03
3979719,1975-03-03
4113947,1975-03-03
4006894,1975-03-03
4013532,1975-03-03
3949926,1975-03-03
4024531,1975-03-03
3994127,1975-03-03
4038505,1975-03-03
3980570,1975-03-03
4092452,1975-03-03
3981111,1975-03-03
3961106,1975-03-03
3975906,1975-03-03
3993838,1975-03-03
3967990,1975-03-03
3990794,1975-03-03
4012411,1975-03-03
3957909,1975-03-03
3994694,1975-03-03
3998254,1975-03-03
4110225,1975-03-03
4035220,1975-03-03
4001265,1975-03-03
3963774,1975-03-03
3969690,1975-03-03
3976014,1975-03-03
3945679,1975-03-03
3940636,1975-03-03
3930893,1975-03-03
3997236,1975-03-03
3946187,1975-03-03
3957243,1975-03-03
3954245,1975-03-03
4044391,1975-03-03
3988271,1975-03-03
3984352,1975-03-03
3955958,1975-03-03
3955282,1975-03-03
4012979,1975-03-03
4165256,1975-03-03
3965343,1975-03-03
3991082,1975-03-03
4034076,1975-03-03
4012328,1975-03-03
3977735,1975-03-03
RE29151,1975-03-27
4049958,1975-03-03
3941047,1975-03-03
4053926,1975-03-03
3952223,1975-03-03
3982043,1975-03-03
4078928,1975-03-03
3997877,1975-03-03
3948789,1975-03-03
3970869,1975-03-03
3950307,1975-03-10
3931052,1975-03-03
4001148,1975-03-03
3949704,1975-03-03
4032933,1975-03-03
4025633,1975-03-03
4016780,1975-03-03
3945467,1975-03-03
4010774,1975-03-03
4001645,1975-03-03
3976175,1975-03-03
3961573,1975-03-03
4120459,1975-03-03
D246935,1975-03-03
3977804,1975-03-03
4001021,1975-03-03
3972058,1975-03-03
3972057,1975-03-03
4007468,1975-03-03
4030110,1975-03-03
4009688,1975-03-03
3967467,1975-03-03
4039128,1975-03-03
4011081,1975-03-03
3967495,1975-03-03
4113124,1975-03-03
3980749,1975-03-03
3994013,1975-03-03
3959185,1975-03-03
3952016,1975-03-03
3956771,1975-03-03
3969991,1975-03-03
3996323,1975-03-03
3963573,1975-03-03
3952566,1975-03-03
3984906,1975-03-03
3946007,1975-03-03
3968773,1975-03-03
4017604,1975-03-03
3967878,1975-03-03
3998985,1975-03-03
3984338,1975-03-03
4146491,1975-03-03
3955607,1975-03-03
3993987,1975-03-03
4002663,1975-03-03
4001908,1975-03-03
4023725,1975-03-03
4002456,1975-03-03
3930298,1975-03-03
3946242,1975-03-03
3954978,1975-03-03
3944088,1975-03-03
3984100,1975-03-03
3967203,1975-03-03
3962966,1975-03-03
4036553,1975-03-03
4048367,1975-03-03
3953163,1975-03-03
3961113,1975-03-03
3931644,1975-03-03
3990812,1975-03-03
3957716,1975-03-03
3994239,1975-03-03
3995513,1975-03-03
3981297,1975-03-03
3964484,1975-03-03
4035487,1975-03-03
4012583,1975-03-03
3992524,1975-03-03
4049898,1975-03-03
4170543,1975-03-03
3987490,1975-03-03
3955811,1975-03-03
3959888,1975-03-03
3963202,1975-03-03
4013155,1975-03-03
3990641,1975-03-03
3999070,1975-03-03
4029720,1975-03-03
4000762,1975-03-03
4073964,1975-03-03
3969389,1975-03-03
3977235,1975-03-03
3996226,1975-03-03
3973796,1975-03-03
3988503,1975-03-03
4003071,1975-03-03
3998728,1975-03-03
4032567,1975-03-03
4030209,1975-03-03
3959687,1975-03-03
3981741,1975-03-03
4006361,1975-03-03
4140120,1975-03-03
4025196,1975-03-03
3990246,1975-03-03
3992380,1975-03-03
3999727,1975-03-03
4020566,1975-03-03
4167746,1975-03-03
4011841,1975-03-03
3963481,1975-03-03
3972552,1975-03-03
4018770,1975-03-03
3971734,1975-03-03
4007540,1975-03-03
3946693,1975-03-03
4004596,1975-03-03
4017857,1975-03-03
3989405,1975-03-03
3980518,1975-03-04
4080344,1975-03-04
3957895,1975-03-04
3948378,1975-03-04
4005884,1975-03-04
3984885,1975-03-04
3950946,1975-03-04
3982847,1975-03-04
4041111,1975-03-04
3952584,1975-03-04
3979194,1975-03-04
4029125,1975-03-04
4029350,1975-03-04
3968518,1975-03-04
4013487,1975-03-04
3973783,1975-03-04
3976702,1975-03-04
3970519,1975-03-04
3985403,1975-03-04
3972566,1975-03-04
3956415,1975-03-04
4004543,1975-03-04
3975043,1975-03-04
3968629,1975-03-04
3955862,1975-03-04
4003948,1975-03-04
3972859,1975-03-04
4010202,1975-03-04
4011200,1975-03-04
3982004,1975-03-04
4059571,1975-03-04
3957199,1975-03-04
4104466,1975-03-04
4056497,1975-03-04
3976971,1975-03-04
3960013,1975-03-04
3955491,1975-03-04
4031066,1975-03-04
4007636,1975-03-04
4087551,1975-03-04
3966785,1975-03-04
3959335,1975-03-04
4036646,1975-03-04
4018875,1975-03-04
4000597,1975-03-04
3971413,1975-03-04
3953892,1975-03-04
3964348,1975-03-04
3934238,1975-03-04
4013454,1975-03-04
3993344,1975-03-04
3988685,1975-03-04
3959752,1975-03-04
3987540,1975-03-04
3980845,1975-03-04
3946345,1975-03-04
3965506,1975-03-04
3991654,1975-03-04
3993558,1975-03-03
3955415,1975-03-03
3971128,1975-03-03
3971008,1975-03-04
4203809,1975-03-04
3977445,1975-03-04
4042069,1975-03-04
4006729,1975-03-04
4018876,1975-03-04
3995543,1975-03-04
3982535,1975-03-04
3974425,1975-03-03
4004402,1975-03-04
3960845,1975-03-04
3943986,1975-03-04
4078253,1975-03-04
3974327,1975-03-03
3941478,1975-03-24
3975785,1975-03-03
3954755,1975-03-03
4023398,1975-03-03
3949821,1975-03-03
4005978,1975-03-04
3934011,1975-03-04
3933302,1975-03-04
4020442,1975-03-04
4110579,1975-03-04
3998268,1975-03-04
3995019,1975-03-04
3983535,1975-03-04
3993674,1975-03-04
4083847,1975-03-04
3958849,1975-03-04
3955523,1975-03-04
4038252,1975-03-04
3968496,1975-03-04
4048221,1975-03-04
4166186,1975-03-04
4012281,1975-03-04
3994327,1975-03-04
3946981,1975-03-04
3991923,1975-03-04
3952499,1975-03-04
3931839,1975-03-04
3988948,1975-03-04
3955891,1975-03-04
3949151,1975-03-04
3968655,1975-03-04
3952711,1975-03-04
4009153,1975-03-04
4016727,1975-03-04
3988683,1975-03-04
4019038,1975-03-04
3968922,1975-03-04
D244985,1975-03-04
3983286,1975-03-04
3934968,1975-03-04
3976567,1975-03-03
3994555,1975-03-04
3942050,1975-03-04
3960393,1975-03-04
3966110,1975-03-11
3975876,1975-03-04
3988285,1975-03-04
3975326,1975-03-04
3940200,1975-03-04
4059904,1975-03-04
4016592,1975-03-04
3979760,1975-03-04
3939624,1975-03-04
4013488,1975-03-04
3984103,1975-03-04
D244138,1975-03-04
3943313,1975-03-04
3988077,1975-03-04
3935373,1975-03-04
3969735,1975-03-04
3977081,1975-03-04
4040058,1975-03-04
4100893,1975-03-04
3972745,1975-03-04
4058796,1975-03-04
3969370,1975-03-11
4009847,1975-03-11
4002767,1975-03-11
4001425,1975-03-11
3991293,1975-03-04
3978630,1975-03-04
3988868,1975-03-04
4015988,1975-03-04
3947335,1975-03-04
4146394,1975-03-04
3941612,1975-03-04
3961223,1975-03-04
3996087,1975-03-04
3953135,1975-03-04
4006599,1975-03-04
3964870,1975-03-04
4030257,1975-03-04
3979256,1975-03-04
3963611,1975-03-04
4300015,1975-03-04
3964797,1975-03-03
3983039,1975-03-03
3965354,1975-03-03
3978221,1975-03-04
3971334,1975-03-04
3968927,1975-03-05
4035341,1975-03-05
4027590,1975-03-05
4025278,1975-03-05
3962093,1975-03-05
4050943,1975-03-05
4001116,1975-03-05
4017186,1975-03-05
3960452,1975-03-05
4051415,1975-03-05
3974682,1975-03-05
3989037,1975-03-05
3955591,1975-03-05
3956148,1975-03-05
3945152,1975-03-05
4000532,1975-03-05
4016412,1975-03-05
3973601,1975-03-05
3967658,1975-03-05
4007864,1975-03-05
4001845,1975-03-05
3962844,1975-03-05
4039552,1975-03-05
4029673,1975-03-05
3934179,1975-03-05
3970613,1975-03-05
3930489,1975-03-05
3963092,1975-03-05
3944279,1975-03-05
3936766,1975-03-05
4001460,1975-03-05
D242644,1975-03-05
3992836,1975-03-05
4068056,1975-03-05
3955067,1975-03-05
3974678,1975-03-05
4013426,1975-03-05
3994863,1975-03-05
3944756,1975-03-05
4021191,1975-03-05
3946750,1975-03-05
3957990,1975-03-05
3994365,1975-03-05
3963975,1975-03-05
3967615,1975-03-05
3948077,1975-03-05
3969207,1975-03-05
3985711,1975-03-05
3968092,1975-03-05
3965678,1975-03-05
3955383,1975-03-05
3991152,1975-03-05
3971549,1975-03-05
3946006,1975-03-05
3988452,1975-03-05
4155901,1975-03-05
3995404,1975-03-05
4036456,1975-03-05
3994116,1975-03-05
4020141,1975-03-05
3972390,1975-03-05
3952109,1975-03-05
3966040,1975-03-05
4004248,1975-03-05
D243960,1975-03-05
3997019,1975-03-05
3993423,1975-03-05
3966046,1975-03-05
3955318,1975-03-05
3935764,1975-03-05
4053027,1975-03-05
4013772,1975-03-05
3973678,1975-03-05
3971960,1975-03-05
3956613,1975-03-05
4016882,1975-03-05
4006396,1975-03-05
3971065,1975-03-05
3986202,1975-03-05
3962301,1975-03-05
4004284,1975-03-05
3985416,1975-03-05
RE28719,1975-03-05
4194032,1975-03-05
4012507,1975-03-05
3968234,1975-03-05
3944415,1975-03-05
3955172,1975-03-05
3946483,1975-03-05
3966104,1975-03-05
4063641,1975-03-05
3962360,1975-03-05
3969425,1975-03-05
3939273,1975-03-05
3946690,1975-03-05
4032268,1975-03-05
3943648,1975-03-05
4025349,1975-03-05
4012417,1975-03-05
3979000,1975-03-05
3974439,1975-03-05
4022901,1975-03-05
3953461,1975-03-05
4080193,1975-03-05
3967061,1975-03-05
3969572,1975-03-05
3967062,1975-03-05
3987696,1975-03-05
4187333,1975-03-05
3971901,1975-03-05
3955767,1975-03-05
3963210,1975-03-05
3960288,1975-03-05
4038798,1975-03-05
3985105,1975-03-05
3968422,1975-03-05
3970832,1975-03-05
4023305,1975-03-05
4007725,1975-03-05
3955224,1975-03-05
3987802,1975-03-05
3971410,1975-03-05
3931837,1975-03-05
3980842,1975-03-05
4148019,1975-03-05
4027070,1975-03-05
3950851,1975-03-05
3973693,1975-03-05
3999850,1975-03-05
4012047,1975-03-05
4083906,1975-03-05
3930426,1975-03-05
3993870,1975-03-05
3947798,1975-03-05
3936779,1975-03-05
4007575,1975-03-05
3973991,1975-03-05
4011304,1975-03-05
4011405,1975-03-05
4005009,1975-03-05
4008167,1975-03-05
4068057,1975-03-05
4068058,1975-03-05
4014681,1975-03-05
3955638,1975-03-05
3935758,1975-03-05
3955856,1975-03-05
4024506,1975-03-05
3958281,1975-03-05
4023465,1975-06-27
3979218,1975-03-05
3999018,1975-03-05
4010441,1975-03-05
3971184,1975-03-05
4107663,1975-03-05
3974948,1975-03-05
3931633,1975-03-05
3973798,1975-03-05
4007770,1975-03-05
4050333,1975-03-05
4017212,1975-03-05
3961324,1975-03-05
3985225,1975-03-05
4005741,1975-03-05
4005643,1975-03-05
4005786,1975-03-05
3983707,1975-03-05
3977290,1975-03-05
RE28931,1975-03-05
3943803,1975-03-05
3987378,1975-03-05
3985238,1975-03-05
4005151,1975-03-05
3966255,1975-03-05
3994516,1975-03-05
3938738,1975-03-05
3952782,1975-03-05
3964136,1975-03-05
3948490,1975-03-05
3959870,1975-03-05
3940764,1975-03-05
3992301,1975-03-05
3971703,1975-03-05
4002882,1975-03-05
3969835,1975-03-05
4001061,1975-03-05
3957552,1975-03-05
3949550,1975-03-05
3956103,1975-03-05
4017237,1975-03-05
4010574,1975-03-05
3980667,1975-03-05
4026246,1975-03-05
4054284,1975-03-05
3953040,1975-03-05
3972267,1975-03-05
3943272,1975-03-05
4036850,1975-03-05
3980782,1975-03-05
3955824,1975-03-05
3984867,1975-03-05
4048001,1975-03-05
3955384,1975-03-05
3973803,1975-03-04
4024877,1975-03-04
3989962,1975-03-05
3973333,1975-03-05
4213892,1975-03-05
3988713,1975-03-05
3999665,1975-03-05
3938240,1975-03-05
3986640,1975-03-05
3946889,1975-03-05
3952630,1975-03-05
4073681,1975-03-05
4073834,1975-03-05
3973301,1975-03-05
4281711,1975-03-05
3945667,1975-03-05
3958921,1975-03-05
3957933,1975-03-05
3967213,1975-03-05
3931963,1975-03-05
3985824,1975-03-05
3938010,1975-03-05
3938640,1975-03-05
RE28920,1975-03-05
3972292,1975-03-05
4019191,1975-03-05
3971474,1975-03-05
3968774,1975-03-05
3955173,1975-03-05
4059661,1975-03-06
3982121,1975-03-05
3941028,1975-03-06
3988466,1975-03-06
3968696,1975-03-06
3931898,1975-03-06
4008963,1975-03-06
3996860,1975-03-06
4037005,1975-03-06
4057539,1975-03-06
3965418,1975-03-06
3964909,1975-03-06
RE29505,1975-03-06
3970077,1975-03-06
3939750,1975-03-06
3977011,1975-03-06
3974557,1975-03-06
3971988,1975-03-06
3998199,1975-03-06
3963852,1975-03-06
3977793,1975-03-05
4004771,1975-03-05
3965940,1975-03-05
3944261,1975-03-05
4016029,1975-03-06
3949512,1975-03-06
3960083,1975-03-06
3980809,1975-03-06
3958010,1975-03-06
3966969,1975-03-06
4021284,1975-03-06
3965946,1975-03-06
3968252,1975-03-06
3953313,1975-03-06
3979671,1975-03-06
3965383,1975-03-06
3958405,1975-03-06
4002950,1975-03-06
3982641,1975-03-06
3988667,1975-03-06
3987848,1975-03-06
4212811,1975-03-06
4033395,1975-03-06
3968845,1975-03-06
3972364,1975-03-06
3998793,1975-03-06
3965559,1975-03-06
3982502,1975-03-06
4006671,1975-03-06
4006945,1975-03-06
4005312,1975-03-06
4038056,1975-03-06
3949407,1975-03-06
3962885,1975-03-06
3964271,1975-03-06
3961033,1975-03-06
3992299,1975-03-06
4007016,1975-03-06
4001371,1975-03-06
3970048,1975-03-06
4015963,1975-03-06
3968259,1975-03-06
3979950,1975-03-06
3943519,1975-03-06
3970397,1975-03-06
4051367,1975-03-06
4049965,1975-03-06
3990826,1975-03-06
3957322,1975-03-06
4044215,1975-03-06
3978395,1975-03-06
3957790,1975-03-06
3965995,1975-03-06
4003478,1975-03-06
4015033,1975-03-06
3978357,1975-03-06
4079581,1975-03-06
3992671,1975-03-06
3967618,1975-03-06
4157563,1975-03-06
4011281,1975-03-06
4002598,1975-03-06
3975705,1975-03-06
3975636,1975-03-06
3991676,1975-03-06
4009298,1975-03-06
D243751,1975-03-06
3998646,1975-03-06
4054975,1975-03-06
3944139,1975-03-06
3967708,1975-03-06
3951200,1975-03-06
3979219,1975-03-06
3971100,1975-03-06
3960384,1975-03-06
3942811,1975-03-06
3948014,1975-03-06
3994897,1975-03-06
4058433,1975-03-06
3985683,1975-03-06
3968324,1975-03-06
3959856,1975-03-06
4013864,1975-03-06
3989824,1975-03-06
4103045,1975-03-06
3961826,1975-03-06
3935737,1975-03-06
3986496,1975-03-06
4151513,1975-03-06
3962877,1975-03-06
4058763,1975-03-06
4033103,1975-03-06
3937348,1975-03-05
3962890,1975-03-05
3984382,1975-03-05
4017350,1975-03-05
4003913,1975-03-05
3969291,1975-03-06
3931930,1975-03-06
3951149,1975-03-06
4002480,1975-03-06
3979251,1975-03-05
3964580,1975-03-06
4013712,1975-03-06
3940965,1975-03-06
4000833,1975-03-06
3933930,1975-03-06
4012239,1975-03-06
4002077,1975-03-06
3968731,1975-03-06
4034652,1975-03-06
3994335,1975-03-06
3961296,1975-03-06
4149000,1975-03-06
4030833,1975-03-06
3944428,1975-03-06
3958380,1975-03-06
3942834,1975-03-06
4004487,1975-03-06
3970989,1975-03-06
3970251,1975-03-06
4027203,1975-03-06
4124790,1975-03-06
4008652,1975-03-06
4040813,1975-03-06
4033509,1975-03-06
3989176,1975-03-10
3943259,1975-03-06
3999673,1975-03-06
3968495,1975-03-06
3965707,1975-03-06
3951330,1975-03-06
4034487,1975-03-06
4003693,1975-03-06
3998033,1975-03-06
4019442,1975-03-06
3993812,1975-03-06
4005754,1975-03-06
4002177,1975-03-06
4001376,1975-03-06
3984286,1975-03-06
3994112,1975-03-06
3962249,1975-03-06
4002682,1975-03-06
3966696,1975-03-06
4077929,1975-03-06
3989501,1975-03-06
D242837,1975-03-06
D244663,1975-03-06
3930374,1975-03-06
4000700,1975-03-06
3973802,1975-03-06
4103493,1975-03-06
4045494,1975-03-06
4043949,1975-03-06
4026261,1975-03-06
4048276,1975-03-06
4018515,1975-03-06
3989456,1975-03-06
3982702,1975-03-06
3934221,1975-03-06
3969023,1975-03-06
4016317,1975-03-06
4018234,1975-03-06
4007755,1975-03-06
3961847,1975-03-06
3973563,1975-03-06
4071371,1975-03-06
3956664,1975-03-06
3933129,1975-03-06
3949789,1975-03-06
3965097,1975-03-06
3992172,1975-03-06
3974781,1975-03-06
3953079,1975-03-06
3951463,1975-03-06
3961190,1975-03-06
3969837,1975-03-06
4022697,1975-03-06
4041484,1975-03-06
3981995,1975-03-06
4152405,1975-03-06
3942827,1975-03-06
4044198,1975-03-06
3994276,1975-03-06
4016078,1975-03-06
3955625,1975-03-06
3985349,1975-03-06
4030064,1975-03-06
4020451,1975-03-06
3957763,1975-03-06
4010250,1975-03-06
3960371,1975-03-06
4029637,1975-03-06
3976787,1975-03-06
4022753,1975-03-06
3957920,1975-03-06
3975890,1975-03-06
4038338,1975-03-06
3964020,1975-03-06
4028477,1975-03-06
3954792,1975-03-06
3970810,1975-03-06
3966369,1975-03-06
4144895,1975-03-06
4075619,1975-03-06
4013241,1975-03-06
4112488,1975-03-07
4005615,1975-03-07
3994115,1975-03-07
4173113,1975-03-07
3962555,1975-03-06
4075232,1975-03-06
3970265,1975-03-06
3998415,1975-03-06
3966142,1975-03-06
3963007,1975-03-07
3963076,1975-03-07
3961430,1975-03-07
3944023,1975-03-07
4010988,1975-03-07
3958855,1975-03-07
3963917,1975-03-07
3982279,1975-03-06
4010407,1975-03-06
3953738,1975-03-06
4062631,1975-03-06
4008410,1975-03-06
3977938,1975-03-06
4021692,1975-03-06
4038692,1975-03-06
3978296,1975-03-06
3967390,1975-03-06
3958946,1975-03-06
3940189,1975-03-06
3976742,1975-03-06
3984327,1975-03-06
3955744,1975-03-06
RE29001,1975-03-06
D248452,1975-03-06
3963942,1975-03-06
3955142,1975-03-06
4001882,1975-03-12
3984636,1975-03-06
3974971,1975-03-06
3987973,1975-03-06
4002209,1975-03-06
4029153,1975-03-06
3993809,1975-03-06
3975024,1975-03-06
4016871,1975-03-06
3981883,1975-03-06
3960141,1975-03-06
3968149,1975-03-06
4026553,1975-03-06
4026318,1975-03-06
3961660,1975-03-06
3961473,1975-03-06
3958333,1975-03-06
3962694,1975-03-06
4081323,1975-03-06
3961376,1975-03-06
3958275,1975-03-06
3967391,1975-03-06
4334479,1975-03-06
RE29512,1975-03-06
4035231,1975-03-06
3991767,1975-03-06
3965992,1975-03-06
3952890,1975-03-06
4049269,1975-03-06
3978210,1975-03-06
3942551,1975-03-06
4027627,1975-03-06
4120994,1975-03-07
4011927,1975-03-07
3973665,1975-03-07
3995745,1975-03-07
3977213,1975-03-07
3934923,1975-03-07
3986647,1975-03-07
4008235,1975-03-07
3968532,1975-03-07
D243578,1975-03-07
3986907,1975-03-07
3960928,1975-03-07
3960929,1975-03-07
4001431,1975-03-07
4028233,1975-03-07
3990798,1975-03-07
3976563,1975-03-07
3952369,1975-03-07
3973387,1975-03-14
3985784,1975-03-07
3955514,1975-03-07
3943845,1975-03-07
3989024,1975-03-07
3949593,1975-03-07
4029665,1975-03-07
3950041,1975-03-07
4017520,1975-03-07
3952935,1975-03-07
3963036,1975-03-07
3972964,1975-03-07
3943728,1975-03-07
4004042,1975-03-07
3963670,1975-03-07
4002557,1975-03-07
4010413,1975-03-07
3980111,1975-03-07
3986445,1975-03-07
4043812,1975-03-07
4117239,1975-03-07
5965838,1975-03-13
3984808,1975-03-07
3979891,1975-03-07
3959352,1975-03-07
3990415,1975-03-07
3932322,1975-03-07
4041993,1975-03-07
3955668,1975-03-07
3965196,1975-03-07
D243125,1975-03-07
3986217,1975-03-07
3979129,1975-03-07
3986393,1975-03-07
3993751,1975-03-07
